m_H,m_S_fixed,phi,delta_D0_dir,q_1,O_1,demand_gate,opportunity_gate,region,policy_allocation
0.49,0.3,0.21000000000000002,0.08000000000000007,0.7000000000000002,4.500000000000001,True,False,demand_only,Scenario C fixed
0.49,0.3,0.21500000000000002,0.08000000000000007,0.7150000000000001,4.575,True,False,demand_only,Scenario C fixed
0.49,0.3,0.22,0.08000000000000007,0.73,4.65,True,False,demand_only,Scenario C fixed
0.49,0.3,0.225,0.08000000000000007,0.7450000000000001,4.7250000000000005,True,False,demand_only,Scenario C fixed
0.49,0.3,0.23,0.08000000000000007,0.76,4.8,True,False,demand_only,Scenario C fixed
0.49,0.3,0.23500000000000001,0.08000000000000007,0.7750000000000001,4.875000000000001,True,False,demand_only,Scenario C fixed
0.49,0.3,0.24000000000000002,0.08000000000000007,0.79,4.95,True,False,demand_only,Scenario C fixed
0.49,0.3,0.24500000000000002,0.08000000000000007,0.8050000000000002,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.25,0.08000000000000007,0.8200000000000001,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.255,0.08000000000000007,0.835,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.26,0.08000000000000007,0.8500000000000001,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.265,0.08000000000000007,0.865,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.27,0.08000000000000007,0.8800000000000001,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.275,0.08000000000000007,0.895,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.27999999999999997,0.08000000000000007,0.9099999999999999,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.285,0.08000000000000007,0.925,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.29,0.08000000000000007,0.94,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.295,0.08000000000000007,0.9550000000000001,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.3,0.08000000000000007,0.97,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.305,0.08000000000000007,0.9850000000000001,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.31,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.315,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.32,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.325,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.32999999999999996,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.33499999999999996,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.33999999999999997,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.345,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.49,0.3,0.35,0.08000000000000007,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.04,0.0,0.19,1.95,True,False,demand_only,Scenario C fixed
0.5,0.3,0.045,0.0,0.20500000000000002,2.0250000000000004,True,False,demand_only,Scenario C fixed
0.5,0.3,0.05,0.0,0.22000000000000003,2.1,True,False,demand_only,Scenario C fixed
0.5,0.3,0.055,0.0,0.23500000000000001,2.175,True,False,demand_only,Scenario C fixed
0.5,0.3,0.06,0.0,0.25,2.25,True,False,demand_only,Scenario C fixed
0.5,0.3,0.065,0.0,0.265,2.325,True,False,demand_only,Scenario C fixed
0.5,0.3,0.07,0.0,0.28,2.4000000000000004,True,False,demand_only,Scenario C fixed
0.5,0.3,0.07500000000000001,0.0,0.29500000000000004,2.475,True,False,demand_only,Scenario C fixed
0.5,0.3,0.08,0.0,0.31,2.55,True,False,demand_only,Scenario C fixed
0.5,0.3,0.08499999999999999,0.0,0.325,2.625,True,False,demand_only,Scenario C fixed
0.5,0.3,0.09,0.0,0.34,2.7,True,False,demand_only,Scenario C fixed
0.5,0.3,0.095,0.0,0.35500000000000004,2.7750000000000004,True,False,demand_only,Scenario C fixed
0.5,0.3,0.1,0.0,0.37000000000000005,2.8500000000000005,True,False,demand_only,Scenario C fixed
0.5,0.3,0.10500000000000001,0.0,0.38500000000000006,2.9250000000000003,True,False,demand_only,Scenario C fixed
0.5,0.3,0.11000000000000001,0.0,0.4000000000000001,3.0000000000000004,True,False,demand_only,Scenario C fixed
0.5,0.3,0.11499999999999999,0.0,0.415,3.0749999999999997,True,False,demand_only,Scenario C fixed
0.5,0.3,0.12,0.0,0.43,3.15,True,False,demand_only,Scenario C fixed
0.5,0.3,0.125,0.0,0.445,3.225,True,False,demand_only,Scenario C fixed
0.5,0.3,0.13,0.0,0.46,3.3000000000000003,True,False,demand_only,Scenario C fixed
0.5,0.3,0.135,0.0,0.47500000000000003,3.375,True,False,demand_only,Scenario C fixed
0.5,0.3,0.14,0.0,0.49000000000000005,3.45,True,False,demand_only,Scenario C fixed
0.5,0.3,0.145,0.0,0.5049999999999999,3.5249999999999995,True,False,demand_only,Scenario C fixed
0.5,0.3,0.15,0.0,0.52,3.6,True,False,demand_only,Scenario C fixed
0.5,0.3,0.155,0.0,0.5349999999999999,3.675,True,False,demand_only,Scenario C fixed
0.5,0.3,0.16,0.0,0.55,3.75,True,False,demand_only,Scenario C fixed
0.5,0.3,0.165,0.0,0.565,3.8249999999999997,True,False,demand_only,Scenario C fixed
0.5,0.3,0.17,0.0,0.5800000000000001,3.9000000000000004,True,False,demand_only,Scenario C fixed
0.5,0.3,0.17500000000000002,0.0,0.595,3.9749999999999996,True,False,demand_only,Scenario C fixed
0.5,0.3,0.18000000000000002,0.0,0.6100000000000001,4.050000000000001,True,False,demand_only,Scenario C fixed
0.5,0.3,0.185,0.0,0.625,4.125,True,False,demand_only,Scenario C fixed
0.5,0.3,0.19,0.0,0.6400000000000001,4.200000000000001,True,False,demand_only,Scenario C fixed
0.5,0.3,0.195,0.0,0.655,4.275,True,False,demand_only,Scenario C fixed
0.5,0.3,0.2,0.0,0.6700000000000002,4.3500000000000005,True,False,demand_only,Scenario C fixed
0.5,0.3,0.20500000000000002,0.0,0.685,4.425000000000001,True,False,demand_only,Scenario C fixed
0.5,0.3,0.21000000000000002,0.0,0.7000000000000002,4.500000000000001,True,False,demand_only,Scenario C fixed
0.5,0.3,0.21500000000000002,0.0,0.7150000000000001,4.575,True,False,demand_only,Scenario C fixed
0.5,0.3,0.22,0.0,0.73,4.65,True,False,demand_only,Scenario C fixed
0.5,0.3,0.225,0.0,0.7450000000000001,4.7250000000000005,True,False,demand_only,Scenario C fixed
0.5,0.3,0.23,0.0,0.76,4.8,True,False,demand_only,Scenario C fixed
0.5,0.3,0.23500000000000001,0.0,0.7750000000000001,4.875000000000001,True,False,demand_only,Scenario C fixed
0.5,0.3,0.24000000000000002,0.0,0.79,4.95,True,False,demand_only,Scenario C fixed
0.5,0.3,0.24500000000000002,0.0,0.8050000000000002,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.25,0.0,0.8200000000000001,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.255,0.0,0.835,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.26,0.0,0.8500000000000001,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.265,0.0,0.865,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.27,0.0,0.8800000000000001,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.275,0.0,0.895,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.27999999999999997,0.0,0.9099999999999999,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.285,0.0,0.925,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.29,0.0,0.94,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.295,0.0,0.9550000000000001,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.3,0.0,0.97,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.305,0.0,0.9850000000000001,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.31,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.315,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.32,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.325,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.32999999999999996,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.33499999999999996,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.33999999999999997,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.345,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.5,0.3,0.35,0.0,1.0,5.0,True,True,both_pass,Scenario C fixed
0.51,0.3,0.04,-0.08000000000000007,0.19,1.95,False,False,neither,Scenario C fixed
0.51,0.3,0.045,-0.08000000000000007,0.20500000000000002,2.0250000000000004,False,False,neither,Scenario C fixed
0.51,0.3,0.05,-0.08000000000000007,0.22000000000000003,2.1,False,False,neither,Scenario C fixed
0.51,0.3,0.055,-0.08000000000000007,0.23500000000000001,2.175,False,False,neither,Scenario C fixed
0.51,0.3,0.06,-0.08000000000000007,0.25,2.25,False,False,neither,Scenario C fixed
0.51,0.3,0.065,-0.08000000000000007,0.265,2.325,False,False,neither,Scenario C fixed
0.51,0.3,0.07,-0.08000000000000007,0.28,2.4000000000000004,False,False,neither,Scenario C fixed
0.51,0.3,0.07500000000000001,-0.08000000000000007,0.29500000000000004,2.475,False,False,neither,Scenario C fixed
0.51,0.3,0.08,-0.08000000000000007,0.31,2.55,False,False,neither,Scenario C fixed
0.51,0.3,0.08499999999999999,-0.08000000000000007,0.325,2.625,False,False,neither,Scenario C fixed
0.51,0.3,0.09,-0.08000000000000007,0.34,2.7,False,False,neither,Scenario C fixed
0.51,0.3,0.095,-0.08000000000000007,0.35500000000000004,2.7750000000000004,False,False,neither,Scenario C fixed
0.51,0.3,0.1,-0.08000000000000007,0.37000000000000005,2.8500000000000005,False,False,neither,Scenario C fixed
0.51,0.3,0.10500000000000001,-0.08000000000000007,0.38500000000000006,2.9250000000000003,False,False,neither,Scenario C fixed
0.51,0.3,0.11000000000000001,-0.08000000000000007,0.4000000000000001,3.0000000000000004,False,False,neither,Scenario C fixed
0.51,0.3,0.11499999999999999,-0.08000000000000007,0.415,3.0749999999999997,False,False,neither,Scenario C fixed
0.51,0.3,0.12,-0.08000000000000007,0.43,3.15,False,False,neither,Scenario C fixed
0.51,0.3,0.125,-0.08000000000000007,0.445,3.225,False,False,neither,Scenario C fixed
0.51,0.3,0.13,-0.08000000000000007,0.46,3.3000000000000003,False,False,neither,Scenario C fixed
0.51,0.3,0.135,-0.08000000000000007,0.47500000000000003,3.375,False,False,neither,Scenario C fixed
0.51,0.3,0.14,-0.08000000000000007,0.49000000000000005,3.45,False,False,neither,Scenario C fixed
0.51,0.3,0.145,-0.08000000000000007,0.5049999999999999,3.5249999999999995,False,False,neither,Scenario C fixed
0.51,0.3,0.15,-0.08000000000000007,0.52,3.6,False,False,neither,Scenario C fixed
0.51,0.3,0.155,-0.08000000000000007,0.5349999999999999,3.675,False,False,neither,Scenario C fixed
0.51,0.3,0.16,-0.08000000000000007,0.55,3.75,False,False,neither,Scenario C fixed
0.51,0.3,0.165,-0.08000000000000007,0.565,3.8249999999999997,False,False,neither,Scenario C fixed
0.51,0.3,0.17,-0.08000000000000007,0.5800000000000001,3.9000000000000004,False,False,neither,Scenario C fixed
0.51,0.3,0.17500000000000002,-0.08000000000000007,0.595,3.9749999999999996,False,False,neither,Scenario C fixed
0.51,0.3,0.18000000000000002,-0.08000000000000007,0.6100000000000001,4.050000000000001,False,False,neither,Scenario C fixed
0.51,0.3,0.185,-0.08000000000000007,0.625,4.125,False,False,neither,Scenario C fixed
0.51,0.3,0.19,-0.08000000000000007,0.6400000000000001,4.200000000000001,False,False,neither,Scenario C fixed
0.51,0.3,0.195,-0.08000000000000007,0.655,4.275,False,False,neither,Scenario C fixed
0.51,0.3,0.2,-0.08000000000000007,0.6700000000000002,4.3500000000000005,False,False,neither,Scenario C fixed
0.51,0.3,0.20500000000000002,-0.08000000000000007,0.685,4.425000000000001,False,False,neither,Scenario C fixed
0.51,0.3,0.21000000000000002,-0.08000000000000007,0.7000000000000002,4.500000000000001,False,False,neither,Scenario C fixed
0.51,0.3,0.21500000000000002,-0.08000000000000007,0.7150000000000001,4.575,False,False,neither,Scenario C fixed
0.51,0.3,0.22,-0.08000000000000007,0.73,4.65,False,False,neither,Scenario C fixed
0.51,0.3,0.225,-0.08000000000000007,0.7450000000000001,4.7250000000000005,False,False,neither,Scenario C fixed
0.51,0.3,0.23,-0.08000000000000007,0.76,4.8,False,False,neither,Scenario C fixed
0.51,0.3,0.23500000000000001,-0.08000000000000007,0.7750000000000001,4.875000000000001,False,False,neither,Scenario C fixed
0.51,0.3,0.24000000000000002,-0.08000000000000007,0.79,4.95,False,False,neither,Scenario C fixed
0.51,0.3,0.24500000000000002,-0.08000000000000007,0.8050000000000002,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.25,-0.08000000000000007,0.8200000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.255,-0.08000000000000007,0.835,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.26,-0.08000000000000007,0.8500000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.265,-0.08000000000000007,0.865,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.27,-0.08000000000000007,0.8800000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.275,-0.08000000000000007,0.895,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.27999999999999997,-0.08000000000000007,0.9099999999999999,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.285,-0.08000000000000007,0.925,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.29,-0.08000000000000007,0.94,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.295,-0.08000000000000007,0.9550000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.3,-0.08000000000000007,0.97,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.305,-0.08000000000000007,0.9850000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.31,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.315,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.32,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.325,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.32999999999999996,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.33499999999999996,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.33999999999999997,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.345,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.51,0.3,0.35,-0.08000000000000007,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.04,-0.16000000000000014,0.19,1.95,False,False,neither,Scenario C fixed
0.52,0.3,0.045,-0.16000000000000014,0.20500000000000002,2.0250000000000004,False,False,neither,Scenario C fixed
0.52,0.3,0.05,-0.16000000000000014,0.22000000000000003,2.1,False,False,neither,Scenario C fixed
0.52,0.3,0.055,-0.16000000000000014,0.23500000000000001,2.175,False,False,neither,Scenario C fixed
0.52,0.3,0.06,-0.16000000000000014,0.25,2.25,False,False,neither,Scenario C fixed
0.52,0.3,0.065,-0.16000000000000014,0.265,2.325,False,False,neither,Scenario C fixed
0.52,0.3,0.07,-0.16000000000000014,0.28,2.4000000000000004,False,False,neither,Scenario C fixed
0.52,0.3,0.07500000000000001,-0.16000000000000014,0.29500000000000004,2.475,False,False,neither,Scenario C fixed
0.52,0.3,0.08,-0.16000000000000014,0.31,2.55,False,False,neither,Scenario C fixed
0.52,0.3,0.08499999999999999,-0.16000000000000014,0.325,2.625,False,False,neither,Scenario C fixed
0.52,0.3,0.09,-0.16000000000000014,0.34,2.7,False,False,neither,Scenario C fixed
0.52,0.3,0.095,-0.16000000000000014,0.35500000000000004,2.7750000000000004,False,False,neither,Scenario C fixed
0.52,0.3,0.1,-0.16000000000000014,0.37000000000000005,2.8500000000000005,False,False,neither,Scenario C fixed
0.52,0.3,0.10500000000000001,-0.16000000000000014,0.38500000000000006,2.9250000000000003,False,False,neither,Scenario C fixed
0.52,0.3,0.11000000000000001,-0.16000000000000014,0.4000000000000001,3.0000000000000004,False,False,neither,Scenario C fixed
0.52,0.3,0.11499999999999999,-0.16000000000000014,0.415,3.0749999999999997,False,False,neither,Scenario C fixed
0.52,0.3,0.12,-0.16000000000000014,0.43,3.15,False,False,neither,Scenario C fixed
0.52,0.3,0.125,-0.16000000000000014,0.445,3.225,False,False,neither,Scenario C fixed
0.52,0.3,0.13,-0.16000000000000014,0.46,3.3000000000000003,False,False,neither,Scenario C fixed
0.52,0.3,0.135,-0.16000000000000014,0.47500000000000003,3.375,False,False,neither,Scenario C fixed
0.52,0.3,0.14,-0.16000000000000014,0.49000000000000005,3.45,False,False,neither,Scenario C fixed
0.52,0.3,0.145,-0.16000000000000014,0.5049999999999999,3.5249999999999995,False,False,neither,Scenario C fixed
0.52,0.3,0.15,-0.16000000000000014,0.52,3.6,False,False,neither,Scenario C fixed
0.52,0.3,0.155,-0.16000000000000014,0.5349999999999999,3.675,False,False,neither,Scenario C fixed
0.52,0.3,0.16,-0.16000000000000014,0.55,3.75,False,False,neither,Scenario C fixed
0.52,0.3,0.165,-0.16000000000000014,0.565,3.8249999999999997,False,False,neither,Scenario C fixed
0.52,0.3,0.17,-0.16000000000000014,0.5800000000000001,3.9000000000000004,False,False,neither,Scenario C fixed
0.52,0.3,0.17500000000000002,-0.16000000000000014,0.595,3.9749999999999996,False,False,neither,Scenario C fixed
0.52,0.3,0.18000000000000002,-0.16000000000000014,0.6100000000000001,4.050000000000001,False,False,neither,Scenario C fixed
0.52,0.3,0.185,-0.16000000000000014,0.625,4.125,False,False,neither,Scenario C fixed
0.52,0.3,0.19,-0.16000000000000014,0.6400000000000001,4.200000000000001,False,False,neither,Scenario C fixed
0.52,0.3,0.195,-0.16000000000000014,0.655,4.275,False,False,neither,Scenario C fixed
0.52,0.3,0.2,-0.16000000000000014,0.6700000000000002,4.3500000000000005,False,False,neither,Scenario C fixed
0.52,0.3,0.20500000000000002,-0.16000000000000014,0.685,4.425000000000001,False,False,neither,Scenario C fixed
0.52,0.3,0.21000000000000002,-0.16000000000000014,0.7000000000000002,4.500000000000001,False,False,neither,Scenario C fixed
0.52,0.3,0.21500000000000002,-0.16000000000000014,0.7150000000000001,4.575,False,False,neither,Scenario C fixed
0.52,0.3,0.22,-0.16000000000000014,0.73,4.65,False,False,neither,Scenario C fixed
0.52,0.3,0.225,-0.16000000000000014,0.7450000000000001,4.7250000000000005,False,False,neither,Scenario C fixed
0.52,0.3,0.23,-0.16000000000000014,0.76,4.8,False,False,neither,Scenario C fixed
0.52,0.3,0.23500000000000001,-0.16000000000000014,0.7750000000000001,4.875000000000001,False,False,neither,Scenario C fixed
0.52,0.3,0.24000000000000002,-0.16000000000000014,0.79,4.95,False,False,neither,Scenario C fixed
0.52,0.3,0.24500000000000002,-0.16000000000000014,0.8050000000000002,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.25,-0.16000000000000014,0.8200000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.255,-0.16000000000000014,0.835,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.26,-0.16000000000000014,0.8500000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.265,-0.16000000000000014,0.865,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.27,-0.16000000000000014,0.8800000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.275,-0.16000000000000014,0.895,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.27999999999999997,-0.16000000000000014,0.9099999999999999,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.285,-0.16000000000000014,0.925,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.29,-0.16000000000000014,0.94,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.295,-0.16000000000000014,0.9550000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.3,-0.16000000000000014,0.97,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.305,-0.16000000000000014,0.9850000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.31,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.315,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.32,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.325,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.32999999999999996,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.33499999999999996,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.33999999999999997,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.345,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.52,0.3,0.35,-0.16000000000000014,1.0,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.04,-0.2400000000000002,0.19,1.95,False,False,neither,Scenario C fixed
0.53,0.3,0.045,-0.2400000000000002,0.20500000000000002,2.0250000000000004,False,False,neither,Scenario C fixed
0.53,0.3,0.05,-0.2400000000000002,0.22000000000000003,2.1,False,False,neither,Scenario C fixed
0.53,0.3,0.055,-0.2400000000000002,0.23500000000000001,2.175,False,False,neither,Scenario C fixed
0.53,0.3,0.06,-0.2400000000000002,0.25,2.25,False,False,neither,Scenario C fixed
0.53,0.3,0.065,-0.2400000000000002,0.265,2.325,False,False,neither,Scenario C fixed
0.53,0.3,0.07,-0.2400000000000002,0.28,2.4000000000000004,False,False,neither,Scenario C fixed
0.53,0.3,0.07500000000000001,-0.2400000000000002,0.29500000000000004,2.475,False,False,neither,Scenario C fixed
0.53,0.3,0.08,-0.2400000000000002,0.31,2.55,False,False,neither,Scenario C fixed
0.53,0.3,0.08499999999999999,-0.2400000000000002,0.325,2.625,False,False,neither,Scenario C fixed
0.53,0.3,0.09,-0.2400000000000002,0.34,2.7,False,False,neither,Scenario C fixed
0.53,0.3,0.095,-0.2400000000000002,0.35500000000000004,2.7750000000000004,False,False,neither,Scenario C fixed
0.53,0.3,0.1,-0.2400000000000002,0.37000000000000005,2.8500000000000005,False,False,neither,Scenario C fixed
0.53,0.3,0.10500000000000001,-0.2400000000000002,0.38500000000000006,2.9250000000000003,False,False,neither,Scenario C fixed
0.53,0.3,0.11000000000000001,-0.2400000000000002,0.4000000000000001,3.0000000000000004,False,False,neither,Scenario C fixed
0.53,0.3,0.11499999999999999,-0.2400000000000002,0.415,3.0749999999999997,False,False,neither,Scenario C fixed
0.53,0.3,0.12,-0.2400000000000002,0.43,3.15,False,False,neither,Scenario C fixed
0.53,0.3,0.125,-0.2400000000000002,0.445,3.225,False,False,neither,Scenario C fixed
0.53,0.3,0.13,-0.2400000000000002,0.46,3.3000000000000003,False,False,neither,Scenario C fixed
0.53,0.3,0.135,-0.2400000000000002,0.47500000000000003,3.375,False,False,neither,Scenario C fixed
0.53,0.3,0.14,-0.2400000000000002,0.49000000000000005,3.45,False,False,neither,Scenario C fixed
0.53,0.3,0.145,-0.2400000000000002,0.5049999999999999,3.5249999999999995,False,False,neither,Scenario C fixed
0.53,0.3,0.15,-0.2400000000000002,0.52,3.6,False,False,neither,Scenario C fixed
0.53,0.3,0.155,-0.2400000000000002,0.5349999999999999,3.675,False,False,neither,Scenario C fixed
0.53,0.3,0.16,-0.2400000000000002,0.55,3.75,False,False,neither,Scenario C fixed
0.53,0.3,0.165,-0.2400000000000002,0.565,3.8249999999999997,False,False,neither,Scenario C fixed
0.53,0.3,0.17,-0.2400000000000002,0.5800000000000001,3.9000000000000004,False,False,neither,Scenario C fixed
0.53,0.3,0.17500000000000002,-0.2400000000000002,0.595,3.9749999999999996,False,False,neither,Scenario C fixed
0.53,0.3,0.18000000000000002,-0.2400000000000002,0.6100000000000001,4.050000000000001,False,False,neither,Scenario C fixed
0.53,0.3,0.185,-0.2400000000000002,0.625,4.125,False,False,neither,Scenario C fixed
0.53,0.3,0.19,-0.2400000000000002,0.6400000000000001,4.200000000000001,False,False,neither,Scenario C fixed
0.53,0.3,0.195,-0.2400000000000002,0.655,4.275,False,False,neither,Scenario C fixed
0.53,0.3,0.2,-0.2400000000000002,0.6700000000000002,4.3500000000000005,False,False,neither,Scenario C fixed
0.53,0.3,0.20500000000000002,-0.2400000000000002,0.685,4.425000000000001,False,False,neither,Scenario C fixed
0.53,0.3,0.21000000000000002,-0.2400000000000002,0.7000000000000002,4.500000000000001,False,False,neither,Scenario C fixed
0.53,0.3,0.21500000000000002,-0.2400000000000002,0.7150000000000001,4.575,False,False,neither,Scenario C fixed
0.53,0.3,0.22,-0.2400000000000002,0.73,4.65,False,False,neither,Scenario C fixed
0.53,0.3,0.225,-0.2400000000000002,0.7450000000000001,4.7250000000000005,False,False,neither,Scenario C fixed
0.53,0.3,0.23,-0.2400000000000002,0.76,4.8,False,False,neither,Scenario C fixed
0.53,0.3,0.23500000000000001,-0.2400000000000002,0.7750000000000001,4.875000000000001,False,False,neither,Scenario C fixed
0.53,0.3,0.24000000000000002,-0.2400000000000002,0.79,4.95,False,False,neither,Scenario C fixed
0.53,0.3,0.24500000000000002,-0.2400000000000002,0.8050000000000002,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.25,-0.2400000000000002,0.8200000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.255,-0.2400000000000002,0.835,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.26,-0.2400000000000002,0.8500000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.265,-0.2400000000000002,0.865,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.27,-0.2400000000000002,0.8800000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.275,-0.2400000000000002,0.895,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.27999999999999997,-0.2400000000000002,0.9099999999999999,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.285,-0.2400000000000002,0.925,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.29,-0.2400000000000002,0.94,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.295,-0.2400000000000002,0.9550000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.3,-0.2400000000000002,0.97,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.305,-0.2400000000000002,0.9850000000000001,5.0,False,True,opportunity_only,Scenario C fixed
0.53,0.3,0.31,-0.2400000000000002,1.0,5.0,False,True,opportunity_only,Scenario C fixed
