sweep,parameter_1,value_1,unit_1,parameter_2,value_2,unit_2,tax_rate_tau,legal_coverage_lambda,compliance_chi,kappa_gross,fixed_transfer,net_public_resources,delta_demand_0,opportunity_index_1,minimum_resource_cost,technically_attainable,fiscally_feasible,demand_gate,opportunity_gate,joint_gate_pass
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.17,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.18,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.19,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.2,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.21000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.22,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.23,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.24000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.25,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.26,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.27,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.28,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.29000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.30000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.31,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.32,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.33,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.33999999999999997,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.35,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.36,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.37,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.38,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.39,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.4,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.41000000000000003,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.42000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.43000000000000005,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.45,goods per income unit,m_S,0.44000000000000006,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7960000000000003,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.1,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.11,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.12000000000000001,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.13,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.14,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.15000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.16,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.17,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.18,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.19,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.2,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.21000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.22,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.23,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.24000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.25,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.26,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.27,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.28,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.29000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.30000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.31,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.32,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.33,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.33999999999999997,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.35,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.36,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.37,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.38,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.39,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.4,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.41000000000000003,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.42000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.43000000000000005,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.44000000000000006,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.45000000000000007,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.46,goods per income unit,m_S,0.45999999999999996,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.7087999999999992,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.1,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.11,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.12000000000000001,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.13,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.14,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.15000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.16,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.17,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.18,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.19,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.2,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.21000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.22,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.23,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.24000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.25,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.26,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.27,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.28,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.29000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.30000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.31,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.32,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.33,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.33999999999999997,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.35,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.36,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.37,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.38,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.39,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.4,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.41000000000000003,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.42000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.43000000000000005,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.44000000000000006,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.45000000000000007,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.45999999999999996,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.47000000000000003,goods per income unit,m_S,0.47,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.6215999999999999,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.1,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.11,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.12000000000000001,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.13,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.14,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.15000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.16,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.17,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.18,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.19,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.2,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.21000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.22,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.23,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.24000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.25,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.26,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.27,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.28,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.29000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.30000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.31,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.32,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.33,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.33999999999999997,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.35,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.36,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.37,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.38,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.39,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.4,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.41000000000000003,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.42000000000000004,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.43000000000000005,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.44000000000000006,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.45000000000000007,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.45999999999999996,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.48,goods per income unit,m_S,0.47,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.5344000000000007,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.1,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.11,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.12000000000000001,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.13,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.14,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.15000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.16,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.17,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.18,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.19,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.2,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.21000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.22,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.23,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.24000000000000002,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.25,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.26,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
mpc_joint_gate,m_H,0.49,goods per income unit,m_S,0.27,goods per income unit,1.0,1.0,1.0,1.0,,19.0,0.4471999999999996,,6.92,True,True,True,,True
