scenario,check,check_type,residual,tolerance,status,evidence
D,D-D0-UNUSED:payer_matches_policy,ledger_reconciliation,-0.0,1e-08,PASS,Payer entry is reconciled to the policy-generated expected amount
D,D-D0-UNUSED:receiver_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Receiver entry is reconciled independently to the same expected amount
D,D-D1-OPERATION:entry_count,ledger_pairing,0,1e-08,PASS,Each cash transaction must have exactly one payer and one receiver entry
D,D-D1-OPERATION:pair_balance,ledger_pairing,0.0,1e-08,PASS,Payer and receiver cash changes must offset
D,D-D1-OPERATION:payer_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Payer entry is reconciled to the policy-generated expected amount
D,D-D1-OPERATION:receiver_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Receiver entry is reconciled independently to the same expected amount
D,D-D0-RESERVE-POSITION:entry_count,ledger_pairing,0,1e-08,PASS,Each deposit operation must have an asset and a liability entry
D,D-D0-RESERVE-POSITION:asset_liability_balance,ledger_pairing,0.0,1e-08,PASS,Asset change minus liability change must be zero
D,D-D0-RESERVE-POSITION:asset_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Public asset entry is reconciled to the expected stock change
D,D-D0-RESERVE-POSITION:liability_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Issuer liability entry is reconciled independently
D,D-D0-UNUSED-POSITION:entry_count,ledger_pairing,0,1e-08,PASS,Each deposit operation must have an asset and a liability entry
D,D-D0-UNUSED-POSITION:asset_liability_balance,ledger_pairing,0.0,1e-08,PASS,Asset change minus liability change must be zero
D,D-D0-UNUSED-POSITION:asset_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Public asset entry is reconciled to the expected stock change
D,D-D0-UNUSED-POSITION:liability_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Issuer liability entry is reconciled independently
D,D-D1-RESERVE-REDEMPTION:entry_count,ledger_pairing,0,1e-08,PASS,Each deposit operation must have an asset and a liability entry
D,D-D1-RESERVE-REDEMPTION:asset_liability_balance,ledger_pairing,0.0,1e-08,PASS,Asset change minus liability change must be zero
D,D-D1-RESERVE-REDEMPTION:asset_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Public asset entry is reconciled to the expected stock change
D,D-D1-RESERVE-REDEMPTION:liability_matches_policy,ledger_reconciliation,0.0,1e-08,PASS,Issuer liability entry is reconciled independently
D,consolidated_cash_date_0,cross_account_reconciliation,0.0,1e-08,PASS,All recorded date-0 payer and receiver entries
D,consolidated_cash_date_1,cross_account_reconciliation,0.0,1e-08,PASS,All recorded date-1 payer and receiver entries
D,public_budget_from_ledger,cross_account_reconciliation,0.0,1e-08,PASS,Treasury receipts and uses are aggregated from ledger entries
D,H_income_incidence_from_ledger,cross_account_reconciliation,0.0,1e-08,PASS,Ledger net cash versus H incidence
D,S_income_incidence_from_ledger,cross_account_reconciliation,0.0,1e-08,PASS,Ledger net cash versus S incidence
D,administrative_purchase_counted_once,cross_account_reconciliation,0.0,1e-08,PASS,Tagged receiver entries for administration
D,investment_purchase_counted_once,cross_account_reconciliation,0.0,1e-08,PASS,Tagged receiver entries for investment
D,direct_demand_formula_vs_ledger,independent_formula_reconciliation,-8.881784197001252e-16,1e-08,PASS,Formula versus household and supplier entries from the ledger
D,ending_reserve_asset,stock_flow_reconciliation,0.0,1e-08,PASS,Created reserve asset less redemption equals terminal reserve
D,ending_reserve_liability,stock_flow_reconciliation,0.0,1e-08,PASS,Issuer liability follows independently recorded entries
D,ending_unused_asset,stock_flow_reconciliation,0.0,1e-08,PASS,Unused balance remains as a public financial asset
D,ending_unused_liability,stock_flow_reconciliation,0.0,1e-08,PASS,Depository liability matches the unused public balance
D,no_unregistered_transactions,ledger_completeness,0,1e-08,PASS,All transaction identifiers belong to the contract
D,unique_entry_ids,ledger_completeness,0,1e-08,PASS,Every entry has a unique identifier
D,public_budget_residual_0,model_identity,0.0,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,reserve_budget_residual_1,model_identity,0.0,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,consolidated_cash_residual_0,model_identity,0.0,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,consolidated_cash_residual_1,model_identity,0.0,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,household_budget_residual_h,model_identity,2.6645352591003757e-15,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,household_budget_residual_s,model_identity,0.0,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,financial_counterpart_residual_0,model_identity,0.0,1e-08,PASS,Model-level identity cross-checked after ledger construction
D,kappa_in_unit_interval,domain,0.0,0.0,PASS,Declared parameter or outcome domain
D,admin_not_above_tax,domain,0.0,0.0,PASS,Declared parameter or outcome domain
D,capacity_in_unit_interval,domain,0.0,0.0,PASS,Declared parameter or outcome domain
D,operation_within_reserve,domain,0.0,0.0,PASS,Declared parameter or outcome domain
D,consumption_nonnegative,domain,0.0,0.0,PASS,Declared parameter or outcome domain
